ProductID,ProductName,ProductDescription,BrandName,ProductNumber,Color,ProductModel,ProductCategoryID,CategoryName,ListPrice,StandardCost,Weight,WeightUom,ProductStatus,CreatedDate,SellStartDate,SellEndDate,IsoCurrencyCode,UpdatedDate,CreatedBy,UpdatedBy
250,"Touring-1000 Yellow, 46","Touring-1000 Yellow, 46",Contoso Outdoor,,Yellow,,7,Touring Bikes,2384.07,1481.9379,11398.72,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
251,"Touring-1000 Yellow, 50","Touring-1000 Yellow, 50",Contoso Outdoor,,Yellow,,7,Touring Bikes,2384.07,1481.9379,11530.26,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
252,"Touring-1000 Yellow, 54","Touring-1000 Yellow, 54",Contoso Outdoor,,Yellow,,7,Touring Bikes,2384.07,1481.9379,11648.19,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
253,"Touring-1000 Yellow, 60","Touring-1000 Yellow, 60",Contoso Outdoor,,Yellow,,7,Touring Bikes,2384.07,1481.9379,11747.98,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
254,"Touring-3000 Blue, 54","Touring-3000 Blue, 54",Contoso Outdoor,,Blue,,7,Touring Bikes,742.35,461.4448,13462.55,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
255,"Touring-3000 Blue, 58","Touring-3000 Blue, 58",Contoso Outdoor,,Blue,,7,Touring Bikes,742.35,461.4448,13562.34,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
256,"Touring-3000 Blue, 62","Touring-3000 Blue, 62",Contoso Outdoor,,Blue,,7,Touring Bikes,742.35,461.4448,13607.7,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
257,"Touring-3000 Yellow, 44","Touring-3000 Yellow, 44",Contoso Outdoor,,Yellow,,7,Touring Bikes,742.35,461.4448,13049.78,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
258,"Touring-3000 Yellow, 50","Touring-3000 Yellow, 50",Contoso Outdoor,,Yellow,,7,Touring Bikes,742.35,461.4448,13213.08,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
259,"Touring-3000 Yellow, 54","Touring-3000 Yellow, 54",Contoso Outdoor,,Yellow,,7,Touring Bikes,742.35,461.4448,13344.62,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
260,"Touring-3000 Yellow, 58","Touring-3000 Yellow, 58",Contoso Outdoor,,Yellow,,7,Touring Bikes,742.35,461.4448,13512.45,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
261,"Touring-3000 Yellow, 62","Touring-3000 Yellow, 62",Contoso Outdoor,,Yellow,,7,Touring Bikes,742.35,461.4448,13607.7,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
262,"Touring-1000 Blue, 46","Touring-1000 Blue, 46",Contoso Outdoor,,Blue,,7,Touring Bikes,2384.07,1481.9379,11398.72,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
263,"Touring-1000 Blue, 50","Touring-1000 Blue, 50",Contoso Outdoor,,Blue,,7,Touring Bikes,2384.07,1481.9379,11530.26,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
264,"Touring-1000 Blue, 54","Touring-1000 Blue, 54",Contoso Outdoor,,Blue,,7,Touring Bikes,2384.07,1481.9379,11648.19,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
265,"Touring-1000 Blue, 60","Touring-1000 Blue, 60",Contoso Outdoor,,Blue,,7,Touring Bikes,2384.07,1481.9379,11747.98,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
266,"Touring-2000 Blue, 46","Touring-2000 Blue, 46",Contoso Outdoor,,Blue,,7,Touring Bikes,1214.85,755.1508,12305.9,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
267,"Touring-2000 Blue, 50","Touring-2000 Blue, 50",Contoso Outdoor,,Blue,,7,Touring Bikes,1214.85,755.1508,12437.44,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
268,"Touring-2000 Blue, 54","Touring-2000 Blue, 54",Contoso Outdoor,,Blue,,7,Touring Bikes,1214.85,755.1508,12555.37,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
269,"Road-350-W Yellow, 40","Road-350-W Yellow, 40",Contoso Outdoor,,Yellow,,6,Road Bikes,1700.99,1082.51,6962.61,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
270,"Road-350-W Yellow, 42","Road-350-W Yellow, 42",Contoso Outdoor,,Yellow,,6,Road Bikes,1700.99,1082.51,7153.11,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
271,"Road-350-W Yellow, 44","Road-350-W Yellow, 44",Contoso Outdoor,,Yellow,,6,Road Bikes,1700.99,1082.51,7316.41,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
272,"Road-350-W Yellow, 48","Road-350-W Yellow, 48",Contoso Outdoor,,Yellow,,6,Road Bikes,1700.99,1082.51,7447.95,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
273,"Road-750 Black, 58","Road-750 Black, 58",Contoso Outdoor,,Black,,6,Road Bikes,539.99,343.6496,9430.14,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
274,"Touring-3000 Blue, 44","Touring-3000 Blue, 44",Contoso Outdoor,,Blue,,7,Touring Bikes,742.35,461.4448,13049.78,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
275,"Touring-3000 Blue, 50","Touring-3000 Blue, 50",Contoso Outdoor,,Blue,,7,Touring Bikes,742.35,461.4448,13213.08,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
276,"Mountain-400-W Silver, 38","Mountain-400-W Silver, 38",Contoso Outdoor,,Silver,,5,Mountain Bikes,769.49,419.7784,11952.1,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
277,"Mountain-400-W Silver, 40","Mountain-400-W Silver, 40",Contoso Outdoor,,Silver,,5,Mountain Bikes,769.49,419.7784,12142.6,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
278,"Mountain-400-W Silver, 42","Mountain-400-W Silver, 42",Contoso Outdoor,,Silver,,5,Mountain Bikes,769.49,419.7784,12305.9,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
279,"Mountain-400-W Silver, 46","Mountain-400-W Silver, 46",Contoso Outdoor,,Silver,,5,Mountain Bikes,769.49,419.7784,12437.44,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
280,"Mountain-500 Silver, 40","Mountain-500 Silver, 40",Contoso Outdoor,,Silver,,5,Mountain Bikes,564.99,308.2179,12405.69,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
281,"Mountain-500 Silver, 42","Mountain-500 Silver, 42",Contoso Outdoor,,Silver,,5,Mountain Bikes,564.99,308.2179,12596.19,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
282,"Mountain-500 Silver, 44","Mountain-500 Silver, 44",Contoso Outdoor,,Silver,,5,Mountain Bikes,564.99,308.2179,12759.49,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
283,"Mountain-500 Silver, 48","Mountain-500 Silver, 48",Contoso Outdoor,,Silver,,5,Mountain Bikes,564.99,308.2179,12891.03,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
284,"Mountain-500 Silver, 52","Mountain-500 Silver, 52",Contoso Outdoor,,Silver,,5,Mountain Bikes,564.99,308.2179,13008.96,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
285,"Mountain-500 Black, 40","Mountain-500 Black, 40",Contoso Outdoor,,Black,,5,Mountain Bikes,539.99,294.5797,12405.69,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
286,"Mountain-500 Black, 42","Mountain-500 Black, 42",Contoso Outdoor,,Black,,5,Mountain Bikes,539.99,294.5797,12596.19,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
287,"Mountain-500 Black, 44","Mountain-500 Black, 44",Contoso Outdoor,,Black,,5,Mountain Bikes,539.99,294.5797,12759.49,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
288,"Mountain-500 Black, 48","Mountain-500 Black, 48",Contoso Outdoor,,Black,,5,Mountain Bikes,539.99,294.5797,12891.03,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
289,"Mountain-500 Black, 52","Mountain-500 Black, 52",Contoso Outdoor,,Black,,5,Mountain Bikes,539.99,294.5797,13008.96,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
290,LL Bottom Bracket,LL Bottom Bracket,Contoso Outdoor,,,,9,Bottom Brackets,53.99,23.9716,223,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
291,ML Bottom Bracket,ML Bottom Bracket,Contoso Outdoor,,,,9,Bottom Brackets,101.24,44.9506,168,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
292,HL Bottom Bracket,HL Bottom Bracket,Contoso Outdoor,,,,9,Bottom Brackets,121.49,53.9416,170,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
293,"Road-750 Black, 44","Road-750 Black, 44",Contoso Outdoor,,Black,,6,Road Bikes,539.99,343.6496,8967.47,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
294,"Road-750 Black, 48","Road-750 Black, 48",Contoso Outdoor,,Black,,6,Road Bikes,539.99,343.6496,9130.77,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
295,"Road-750 Black, 52","Road-750 Black, 52",Contoso Outdoor,,Black,,6,Road Bikes,539.99,343.6496,9262.31,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
296,TrailMaster X4 Tent,TrailMaster X4 Tent,Contoso Outdoor,,,,51,Tents,250,150,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
297,Adventurer Pro Backpack,Adventurer Pro Backpack,Contoso Outdoor,,,,52,Backpacks,90,54,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
298,Summit Breeze Jacket,Summit Breeze Jacket,Contoso Outdoor,,,,53,Hiking Clothing,120,72,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
299,TrekReady Hiking Boots,TrekReady Hiking Boots,Contoso Outdoor,,,,54,Hiking Footwear,140,84,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
300,BaseCamp Folding Table,BaseCamp Folding Table,Contoso Outdoor,,,,55,Camping Tables,60,36,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
301,EcoFire Camping Stove,EcoFire Camping Stove,Contoso Outdoor,,,,56,Camping Stoves,80,48,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
302,CozyNights Sleeping Bag,CozyNights Sleeping Bag,Contoso Outdoor,,,,57,Sleeping Bags,100,60,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
303,Alpine Explorer Tent,Alpine Explorer Tent,Contoso Outdoor,,,,51,Tents,350,210,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
304,SummitClimber Backpack,SummitClimber Backpack,Contoso Outdoor,,,,52,Backpacks,120,72,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
305,TrailBlaze Hiking Pants,TrailBlaze Hiking Pants,Contoso Outdoor,,,,53,Hiking Clothing,75,45,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
306,TrailWalker Hiking Shoes,TrailWalker Hiking Shoes,Contoso Outdoor,,,,54,Hiking Footwear,110,66,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
307,TrekMaster Camping Chair,TrekMaster Camping Chair,Contoso Outdoor,,,,55,Camping Tables,50,30,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
308,PowerBurner Camping Stove,PowerBurner Camping Stove,Contoso Outdoor,,,,56,Camping Stoves,100,60,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
309,MountainDream Sleeping Bag,MountainDream Sleeping Bag,Contoso Outdoor,,,,57,Sleeping Bags,130,78,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
310,SkyView 2-Person Tent,SkyView 2-Person Tent,Contoso Outdoor,,,,51,Tents,200,120,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
311,TrailLite Daypack,TrailLite Daypack,Contoso Outdoor,,,,52,Backpacks,60,36,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
312,RainGuard Hiking Jacket,RainGuard Hiking Jacket,Contoso Outdoor,,,,53,Hiking Clothing,110,66,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
313,TrekStar Hiking Sandals,TrekStar Hiking Sandals,Contoso Outdoor,,,,54,Hiking Footwear,70,42,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
314,Adventure Dining Table,Adventure Dining Table,Contoso Outdoor,,,,55,Camping Tables,90,54,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
315,CompactCook Camping Stove,CompactCook Camping Stove,Contoso Outdoor,,,,56,Camping Stoves,60,36,,,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
